Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2002,2002,ha,4790000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2002,2002,tonnes,5770000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2002,2002,hg/ha,12046,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2003,2003,ha,4790000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2003,2003,tonnes,7354000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2003,2003,hg/ha,15352,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2004,2004,ha,4820000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2004,2004,tonnes,6534000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2004,2004,hg/ha,13555,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2005,2005,ha,4820000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2005,2005,tonnes,7100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2005,2005,hg/ha,14730,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2006,2006,ha,4820000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2006,2006,tonnes,7700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2006,2006,hg/ha,15975,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2007,2007,ha,4830000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2007,2007,tonnes,7500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2007,2007,hg/ha,15528,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2008,2008,ha,4840000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2008,2008,tonnes,7900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2008,2008,hg/ha,16322,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2009,2009,ha,5000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2009,2009,tonnes,8000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2009,2009,hg/ha,16000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2010,2010,ha,5100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2010,2010,tonnes,8180000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2010,2010,hg/ha,16039,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2011,2011,ha,5200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2011,2011,tonnes,9000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2011,2011,hg/ha,17308,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2012,2012,ha,5300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2012,2012,tonnes,9500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2012,2012,hg/ha,17925,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2013,2013,ha,5350000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2013,2013,tonnes,9700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2013,2013,hg/ha,18131,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2014,2014,ha,5400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2014,2014,tonnes,9900000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2014,2014,hg/ha,18333,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2015,2015,ha,5450000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2015,2015,tonnes,10200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2015,2015,hg/ha,18716,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2016,2016,ha,5500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2016,2016,tonnes,10500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2016,2016,hg/ha,19091,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2017,2017,ha,5550000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2017,2017,tonnes,10700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2017,2017,hg/ha,19279,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2018,2018,ha,5600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2018,2018,tonnes,11000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2018,2018,hg/ha,19643,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2019,2019,ha,5640000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2019,2019,tonnes,11200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2019,2019,hg/ha,19858,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2020,2020,ha,5670000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2020,2020,tonnes,11200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2020,2020,hg/ha,19753,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2021,2021,ha,5700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2021,2021,tonnes,11500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2021,2021,hg/ha,20175,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2022,2022,ha,5720000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2022,2022,tonnes,11700000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2022,2022,hg/ha,20455,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,56,Maize,2023,2023,ha,5750000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,56,Maize,2023,2023,tonnes,12000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,56,Maize,2023,2023,hg/ha,20870,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2000,2000,ha,2100000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2000,2000,tonnes,23000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2000,2000,hg/ha,109524,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2001,2001,ha,2200000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2001,2001,tonnes,26000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2001,2001,hg/ha,118182,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2002,2002,ha,2300000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2002,2002,tonnes,26000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2002,2002,hg/ha,113043,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2003,2003,ha,2400000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2003,2003,tonnes,27000000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2003,2003,hg/ha,112500,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2004,2004,ha,2500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,392,Yam,2004,2004,tonnes,28500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,392,Yam,2004,2004,hg/ha,114000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,392,Yam,2005,2005,ha,2540000,F,FAO estimate
